Time,D_1_1,D_1_3,D_1_5,D_1_7,D_1_9,D_1_11,D_1_13,D_1_15,D_2_2,D_2_4,D_2_6,D_2_8,D_2_10,D_2_12,D_2_14,D_2_16,D_3_1,D_3_3,D_3_5,D_3_7,D_3_9,D_3_11,D_3_13,D_3_15,D_4_2,D_4_4,D_4_6,D_4_8,D_4_10,D_4_12,D_4_14,D_4_16,D_5_1,D_5_3,D_5_5,D_5_7,D_5_9,D_5_11,D_5_13,D_5_15,D_6_2,D_6_4,D_6_6,D_6_8,D_6_10,D_6_12,D_6_14,D_6_16,D_7_1,D_7_3,D_7_5,D_7_7,D_7_9,D_7_11,D_7_13,D_7_15,D_8_2,D_8_4,D_8_6,D_8_8,D_8_10,D_8_12,D_8_14,D_8_16,NA_1_1,NA_1_3,NA_1_5,NA_1_7,NA_1_9,NA_1_11,NA_1_13,NA_1_15,NA_2_2,NA_2_4,NA_2_6,NA_2_8,NA_2_10,NA_2_12,NA_2_14,NA_2_16,NA_3_1,NA_3_3,NA_3_5,NA_3_7,NA_3_9,NA_3_11,NA_3_13,NA_3_15,NA_4_2,NA_4_4,NA_4_6,NA_4_8,NA_4_10,NA_4_12,NA_4_14,NA_4_16,NA_5_1,NA_5_3,NA_5_5,NA_5_7,NA_5_9,NA_5_11,NA_5_13,NA_5_15,NA_6_2,NA_6_4,NA_6_6,NA_6_8,NA_6_10,NA_6_12,NA_6_14,NA_6_16,NA_7_1,NA_7_3,NA_7_5,NA_7_7,NA_7_9,NA_7_11,NA_7_13,NA_7_15,NA_8_2,NA_8_4,NA_8_6,NA_8_8,NA_8_10,NA_8_12,NA_8_14,NA_8_16
504,0.01974399577565036,0.01974400916755593,0.01974398815240061,0.0197440038228134,0.01974399252106982,0.01974399316777642,0.01974401567254678,0.01974398491132866,0.01974398598820368,0.0197439984633386,0.01974400263924455,0.01974399193537429,0.01974400990728144,0.01974398689190206,0.01974399202877666,0.01974401416222959,0.01974399428227256,0.01974401054762386,0.01974398791468433,0.01974400268299809,0.01974399411028175,0.01974399219584256,0.01974401567848291,0.01974398577894238,0.01974398486377808,0.01974399831741004,0.01974400400639586,0.01974399051857384,0.01974401065643232,0.01974398672955139,0.01974399154557263,0.01974401537864637,0.01974399510007639,0.01974401148669659,0.01974398587833232,0.01974400446586244,0.01974399324914782,0.01974399205534297,0.01974401684779926,0.01974398410787879,0.0197439827272017,0.01974400079670811,0.01974400245262293,0.01974399059611421,0.0197440117433547,0.01974398529669149,0.01974399230094449,0.01974401610271638,0.01974399655660154,0.01974401014348641,0.01974398607915654,0.019744005642604,0.01974399162299114,0.01974399306420883,0.01974401680496381,0.0197439832771333,0.01974398472431309,0.01974400006995358,0.01974400195817292,0.01974399114019275,0.01974401186693512,0.01974398458630284,0.01974399365687498,0.01974401401360049,2.248295155125345,2.24829410431501,2.248295759078613,2.2482945144539,2.248295399429017,2.248295368695183,2.248293613801808,2.248296007873881,2.248295926825914,2.248294936835131,2.248294621879278,2.248295473242872,2.248294044734088,2.248295841909876,2.248295434549303,2.248293718610328,2.248295263043909,2.248294006445346,2.248295775332293,2.248294595528928,2.248295285325622,2.248295440226368,2.248293612506282,2.248295944365027,2.248296006407218,2.248294946192022,2.24829452672165,2.248295574536936,2.24829398937315,2.248295852449047,2.248295472662339,2.248293630250288,2.248295203980514,2.248293941800681,2.248295918753263,2.248294467538996,2.248295347186921,2.24829545333658,2.248293525042944,2.248296065142379,2.248296156363125,2.248294771541083,2.248294635641641,2.248295571954347,2.248293907159748,2.248295959569403,2.248295415268443,2.248293581101673,2.248295098440694,2.248294037291424,2.248295904880533,2.248294384081272,2.248295463674145,2.248295379422294,2.248293528719796,2.24829612627179,2.248296020462374,2.248294818503701,2.248294674478778,2.248295526981635,2.248293906198553,2.248296005352416,2.248295320833741,2.248293725782341
522,0.01974399453494977,0.01974401651720895,0.0197439818397356,0.01974400883045184,0.01974399010144942,0.01974398917184388,0.01974402616168421,0.01974397647043174,0.01974397797395315,0.01974399950232729,0.0197440049711771,0.01974398674222614,0.01974401807132906,0.0197439807105259,0.01974398918098247,0.01974402463559903,0.01974399283010974,0.01974401819487756,0.01974398151758772,0.01974400745817391,0.01974399195633244,0.01974398813345756,0.01974402612090575,0.0197439774162958,0.01974397659837356,0.0197439992703712,0.01974400673162135,0.01974398506500163,0.01974401885932076,0.01974398045960567,0.01974398880467118,0.01974402599916545,0.01974399376550863,0.01974401944341141,0.01974397898788948,0.01974400954003211,0.0197439909529125,0.01974398813532903,0.01974402729305769,0.01974397550960951,0.01974397391541206,0.01974400234857588,0.01974400477311842,0.01974398531930104,0.01974401989880296,0.01974397902011421,0.01974398951272933,0.01974402700006966,0.01974399541261323,0.01974401782348283,0.01974397925226378,0.01974401097011633,0.01974398904020591,0.01974398923152625,0.01974402727605662,0.01974397462149558,0.0197439766575718,0.01974400121395388,0.01974400437926946,0.01974398562991248,0.01974402047743158,0.01974397790440706,0.01974399125565759,0.01974402426991047,2.248295247957309,2.248293528299426,2.248296260045346,2.248294120375517,2.248295585344082,2.248295681215285,2.248292794189918,2.248296663990678,2.248296554187679,2.248294847886827,2.24829443307221,2.248295882299929,2.248293402956623,2.248296322777715,2.248295654804727,2.248292902149413,2.248295371336103,2.248293409841,2.248296281891049,2.248294217633146,2.24829545228221,2.248295758418856,2.248292795765579,2.248296594250763,2.248296651079416,2.248294862785766,2.248294311445759,2.248296001949541,2.248293343986877,2.248296339042352,2.248295687108778,2.248292802744301,2.248295303696238,2.248293324591054,2.248296459035617,2.248294068316148,2.248295524313797,2.248295762977061,2.248292706233371,2.248296732266433,2.248296838192128,2.248294647183903,2.248294447842837,2.248295988340864,2.248293262938407,2.248296448893179,2.248295631409493,2.248292735350675,2.248295184043795,2.248293439322993,2.248296440918396,2.248293967328393,2.248295661106901,2.248295682042994,2.24829270838649,2.248296798279377,2.24829665310867,2.248294720476699,2.248294481276638,2.248295956884657,2.248293233714168,2.248296520822623,2.248295510911778,2.248292922948512
540,0.0197439964829864,0.01974400427080718,0.01974399369722887,0.01974400353769263,0.01974399638302682,0.01974399313155371,0.0197440071336517,0.01974398976289648,0.01974399046849861,0.01974399846958476,0.01974399801030884,0.0197439924077659,0.01974400533636106,0.01974399295555752,0.01974399544803716,0.01974400796195856,0.01974399682359045,0.01974400469566683,0.01974399338377997,0.01974400328332348,0.01974399631493293,0.0197439938682864,0.01974400678785636,0.01974398924240033,0.01974399005905517,0.01974399802982165,0.01974399914473728,0.01974399229755795,0.01974400467852593,0.01974399251792645,0.01974399682784375,0.0197440075026112,0.01974399665039011,0.01974400575971512,0.01974399236340775,0.019744003213555,0.01974399636428671,0.01974399507549005,0.01974400534246989,0.01974398963052849,0.01974398878016559,0.01974399925896244,0.01974399816186758,0.01974399348044624,0.01974400297230084,0.01974399426568622,0.01974399553888669,0.01974400859976207,0.01974399620486832,0.01974400543977952,0.01974399257190333,0.0197440035729075,0.01974399632738379,0.01974399444374441,0.0197440055833044,0.01974399025595774,0.01974399167207981,0.01974399721625331,0.01974399950992822,0.01974399110814838,0.01974400611265366,0.01974399222080015,0.0197439966415882,0.01974400657661889,2.248295094293883,2.248294488370679,2.24829534122153,2.248294559569826,2.248295110800244,2.24829534937607,2.248294273585553,2.24829561579556,2.248295567890636,2.248294934373284,2.248294954297069,2.248295414456822,2.248294408214069,2.248295378315678,2.248295175620525,2.248294215501605,2.248295070774945,2.248294462127754,2.248295361328265,2.248294574983154,2.248295116732829,2.248295300657359,2.248294296022846,2.248295650386865,2.248295593379749,2.248294962762194,2.248294882012313,2.248295420255173,2.248294451603728,2.248295406550508,2.248295085652944,2.248294246462183,2.248295082791224,2.248294394000861,2.248295425578513,2.248294581211053,2.248295112711203,2.248295222213374,2.248294390903043,2.248295623617614,2.248295674304706,2.248294885393769,2.248294944288741,2.248295343596275,2.24829456332485,2.248295291809329,2.248295169988335,2.24829417598228,2.248295113081399,2.248294413472258,2.248295412244928,2.248294559023072,2.248295113554203,2.248295264157084,2.248294375239287,2.2482955822544,2.248295488610415,2.248295017209772,2.248294856367766,2.248295498004774,2.24829435972798,2.248295423781993,2.248295099749031,2.248294305227382
558,0.01974399843102303,0.01974399202440543,0.01974400555472215,0.01974399824493341,0.01974400266460422,0.01974399709126354,0.01974398810561919,0.01974400305536122,0.01974400296304408,0.01974399743684222,0.01974399104944057,0.01974399807330566,0.01974399260139307,0.01974400520058915,0.01974400171509184,0.01974399128831808,0.01974400081707117,0.0197439911964561,0.01974400524997223,0.01974399910847305,0.01974400067353342,0.01974399960311524,0.01974398745480698,0.01974400106850486,0.01974400351973678,0.0197439967892721,0.0197439915578532,0.01974399953011427,0.01974399049773111,0.01974400457624724,0.01974400485101633,0.01974398900605696,0.01974399953527159,0.01974399207601883,0.01974400573892603,0.01974399688707789,0.01974400177566092,0.01974400201565106,0.01974398339188209,0.01974400375144747,0.01974400364491912,0.019743996169349,0.01974399155061674,0.01974400164159145,0.01974398604579871,0.01974400951125822,0.01974400156504405,0.01974399019945448,0.01974399699712341,0.0197439930560762,0.01974400589154288,0.01974399617569867,0.01974400361456167,0.01974399965596256,0.01974398389055217,0.01974400589041989,0.01974400668658782,0.01974399321855274,0.01974399464058699,0.01974399658638428,0.01974399174787575,0.01974400653719324,0.0197440020275188,0.0197439888833273,2.248294940630458,2.248295448441933,2.248294422397715,2.248294998764135,2.248294636256407,2.248295017536856,2.248295752981189,2.248294567600442,2.248294581593593,2.24829502085974,2.248295475521929,2.248294946613716,2.248295413471515,2.24829443385364,2.248294696436324,2.248295528853798,2.248294770213787,2.248295514414507,2.24829444076548,2.248294932333162,2.248294781183449,2.248294842895862,2.248295796280113,2.248294706522966,2.248294535680081,2.248295062738622,2.248295452578868,2.248294838560805,2.248295559220579,2.248294474058663,2.24829448419711,2.248295690180065,2.24829486188621,2.248295463410668,2.248294392121409,2.248295094105958,2.248294701108609,2.248294681449687,2.248296075572715,2.248294514968795,2.248294510417284,2.248295123603636,2.248295440734645,2.248294698851685,2.248295863711294,2.248294134725479,2.248294708567177,2.248295616613885,2.248295042119002,2.248295387621523,2.248294383571459,2.24829515071775,2.248294566001505,2.248294846271174,2.248296042092084,2.248294366229424,2.24829432411216,2.248295313942845,2.248295231458894,2.24829503912489,2.248295485741792,2.248294326741363,2.248294688586283,2.248295687506252
576,0.01974400037717002,0.01974397981479706,0.01974401736491117,0.01974399296033519,0.01974400891697712,0.01974400104076419,0.01974396916340327,0.01974401631094894,0.01974401541421403,0.01974399641282588,0.01974398412171397,0.01974400373062335,0.01974397991088328,0.01974401739275207,0.01974400794120102,0.01974397466839473,0.01974400479785407,0.01974397774446937,0.01974401706692065,0.01974399493322632,0.01974400501460629,0.01974400532100933,0.019743968207412,0.01974401286381763,0.01974401692850884,0.01974399555610912,0.01974398401486729,0.01974400674393748,0.01974397636652634,0.01974401658024031,0.01974401283050281,0.01974397057191584,0.01974400241338036,0.01974397844710402,0.01974401904957913,0.01974399057330902,0.01974400716318631,0.01974400893856027,0.01974396153470988,0.01974401782948598,0.01974401844124882,0.01974399310613611,0.01974398497121979,0.01974400978528019,0.01974396917588487,0.01974402469298085,0.01974400755231404,0.01974397186755263,0.01974399779307931,0.01974398071705839,0.01974401914792219,0.01974398880009004,0.0197440108658792,0.01974400485798913,0.0197439622910431,0.01974402147625096,0.01974402164912131,0.01974398924067713,0.01974398980025837,0.01974400204975954,0.01974397744246946,0.01974402078328069,0.01974400738521789,0.01974397124183025,2.248294787179259,2.248296405529917,2.248293507219341,2.248295437136071,2.248294163895398,2.248294686593108,2.248297225856358,2.248293522451834,2.248293598743136,2.248295106708494,2.248295994285379,2.248294479612015,2.248296415199543,2.248293493415236,2.248294220228867,2.248296837890125,2.248294470646766,2.248296562980452,2.248293523979978,2.248295289468005,2.248294446978925,2.248294386528268,2.248297290020708,2.2482937652579,2.248293482029041,2.248295162163353,2.248296019939179,2.248294258458272,2.248296662925529,2.248293545685057,2.248293885945553,2.248297128948785,2.248294641546987,2.248296528582387,2.248293363537479,2.248295605845426,2.24829429130478,2.248294142129928,2.248297753137073,2.248293409793523,2.248293351732494,2.248295359927623,2.248295934814807,2.248294055634249,2.248297159645945,2.248292982481469,2.248294249977381,2.248297051891893,2.248294970962083,2.248296358248645,2.248293359660921,2.248295740628186,2.248294021107141,2.248294429309158,2.24829770185737,2.248293154104078,2.248293163703694,2.248295609214839,2.248295604418308,2.248294581532531,2.248296607175489,2.248293234956771,2.248294279516561,2.248297065575627
594,0.01974400139764954,0.01974398562898636,0.01974400600239243,0.01974399167352526,0.0197440008630843,0.0197439999891456,0.01974399225974008,0.01974401150176935,0.01974400661723516,0.01974399966347178,0.01974399342893362,0.0197440053602392,0.01974398899889992,0.01974400368638199,0.01974399410953263,0.0197439843626209,0.01974400255842243,0.01974398742587272,0.01974400476103319,0.01974399056384642,0.01974400076951095,0.01974400274316456,0.01974399091912377,0.0197440095753242,0.01974400490860085,0.01974399794136774,0.01974399797606207,0.01974400478106283,0.01974398652776322,0.01974400197097427,0.01974399940969464,0.01974398271179131,0.01974400197377517,0.01974399165372324,0.01974400058504791,0.01974399048486786,0.01974400086800688,0.01974400741041528,0.01974398543858608,0.01974401090187525,0.01974399971912263,0.01974400297563756,0.01974399399593716,0.01974400937765711,0.01974398002659892,0.01974400859711729,0.01974399449001399,0.01974398704523911,0.01974400040193726,0.01974399026790926,0.01974400141531239,0.01974399200566426,0.01974400055045915,0.01974400506751128,0.01974398636810077,0.01974401323940321,0.01974401115114556,0.01974399497435834,0.0197439991721998,0.01974400023342671,0.01974399222115324,0.0197440005890893,0.01974399891327979,0.01974397897266712,2.248294737690919,2.248295901218214,2.248294377815866,2.248295472655592,2.248294760825963,2.248294794307022,2.248295504582681,2.248293969682254,2.248294304255279,2.248294880169221,2.248295307289913,2.248294424785772,2.248295687988762,2.248294524014375,2.248295202224552,2.248296032734257,2.248294658072665,2.248295788852197,2.248294457553829,2.248295541201124,2.248294771573137,2.248294612984846,2.248295591470937,2.248294097069792,2.248294411659734,2.248294991330366,2.248295016672793,2.248294458140115,2.248295850326262,2.248294634692809,2.248294857357441,2.248296143296016,2.248294698368566,2.248295517662756,2.248294722151964,2.248295551576534,2.248294762653615,2.24829431013974,2.248295950055959,2.248294006188293,2.248294741636129,2.248294672424961,2.248295269999749,2.248294160515657,2.248296274802347,2.248294201106726,2.248295178373874,2.248295864629418,2.248294804515139,2.248295603500128,2.248294668943664,2.248295456500283,2.24829477843771,2.248294464930994,2.248295889697763,2.24829385227195,2.248294006740142,2.248295188755381,2.248294933124968,2.248294754653795,2.248295484970679,2.248294717922218,2.248294895747394,2.248296381560582
612,0.01974400241812907,0.01974399144317567,0.0197439946398737,0.01974399038671533,0.01974399280919147,0.019743998937527,0.01974401535607688,0.01974400669258975,0.01974399782025629,0.01974400291411768,0.01974400273615326,0.01974400698985505,0.01974399808691655,0.0197439899800119,0.01974398027786424,0.01974399405684707,0.01974400031899079,0.01974399710727607,0.01974399245514573,0.01974398619446653,0.01974399652441561,0.01974400016531978,0.01974401363083553,0.01974400628683077,0.01974399288869286,0.01974400032662637,0.01974401193725686,0.01974400281818818,0.01974399668900011,0.01974398736170823,0.01974398598888646,0.01974399485166678,0.01974400153416998,0.01974400486034247,0.01974398212051668,0.0197439903964267,0.01974399457282744,0.01974400588227028,0.01974400934246227,0.01974400397426452,0.01974398099699645,0.019744012845139,0.01974400302065453,0.01974400897003403,0.01974399087731297,0.01974399250125373,0.01974398142771394,0.01974400222292559,0.0197440030107952,0.01974399981876014,0.01974398368270258,0.01974399521123847,0.0197439902350391,0.01974400527703343,0.01974401044515844,0.01974400500255546,0.01974400065316981,0.01974400070803956,0.01974400854414124,0.01974399841709388,0.01974400699983703,0.01974398039489791,0.0197439904413417,0.01974398670350399,2.248294688202579,2.24829539690651,2.248295248412392,2.248295508175114,2.248295357756528,2.248294902020937,2.248293783309004,2.248294416912675,2.248295009767422,2.248294653629947,2.248294620294446,2.24829436995953,2.248294960777981,2.248295554613515,2.248296184220238,2.24829522757839,2.248294845498565,2.248295014723941,2.248295391127679,2.248295792934242,2.24829509616735,2.248294839441424,2.248293892921165,2.248294428881684,2.248295341290427,2.248294820497378,2.248294013406407,2.248294657821959,2.248295037726994,2.248295723700562,2.248295828769329,2.248295157643246,2.248294755190146,2.248294506743126,2.248296080766449,2.248295497307641,2.248295234002449,2.248294478149551,2.248294146974845,2.248294602583063,2.248296131539763,2.2482939849223,2.248294605184691,2.248294265397066,2.248295389958749,2.248295419731982,2.248296106770367,2.248294677366942,2.248294638068196,2.24829484875161,2.248295978226407,2.248295172372379,2.24829553576828,2.24829450055283,2.248294077538157,2.248294550439823,2.24829484977659,2.248294768295923,2.248294261831628,2.248294927775059,2.24829436276587,2.248296200887665,2.248295511978226,2.248295697545536
630,0.0197440034386086,0.01974399725736498,0.01974398327735497,0.0197439890999054,0.01974398475529865,0.0197439978859084,0.01974403845241369,0.01974400188341016,0.01974398902327743,0.01974400616476358,0.0197440120433729,0.01974400861947091,0.01974400717493318,0.01974397627364182,0.01974396644619585,0.01974400375107324,0.01974399807955914,0.01974400678867942,0.01974398014925826,0.01974398182508664,0.01974399227932027,0.01974399758747501,0.01974403634254729,0.01974400299833733,0.01974398086878488,0.019744002711885,0.01974402589845164,0.01974400085531353,0.01974400685023699,0.01974397275244219,0.01974397256807829,0.01974400699154226,0.01974400109456479,0.01974401806696169,0.01974396365598546,0.01974399030798555,0.019743988277648,0.01974400435412529,0.01974403324633847,0.01974399704665379,0.01974396227487026,0.01974402271464044,0.01974401204537189,0.01974400856241094,0.01974400172802702,0.01974397640539018,0.01974396836541389,0.01974401740061207,0.01974400561965314,0.01974400936961101,0.01974396595009278,0.01974399841681269,0.01974397991961905,0.01974400548655559,0.01974403452221611,0.01974399676570772,0.01974399015519407,0.01974400644172077,0.01974401791608266,0.01974399660076104,0.01974402177852082,0.01974396020070652,0.01974398196940361,0.01974399443434086,2.248294638714239,2.248294892594807,2.248296119008917,2.248295543694635,2.248295954687094,2.248295009734852,2.248292062035328,2.248294864143095,2.248295715279566,2.248294427090673,2.248293933298981,2.248294315133287,2.2482942335672,2.248296585212654,2.248297166215923,2.248294422422523,2.248295032924464,2.248294240595686,2.248296324701529,2.24829604466736,2.248295420761562,2.248295065898003,2.248292194371393,2.248294760693576,2.24829627092112,2.248294649664391,2.248293010140021,2.248294857503802,2.248294225127727,2.248296812708314,2.248296800181218,2.248294171990476,2.248294812011725,2.248293495823495,2.248297439380934,2.248295443038749,2.248295705351284,2.248294646159363,2.24829234389373,2.248295198977832,2.248297521443398,2.248293297419638,2.248293940369633,2.248294370278474,2.248294505115151,2.248296638357238,2.24829703516686,2.248293490104465,2.248294471621252,2.248294094003093,2.24829728750915,2.248294888244476,2.248296293098849,2.248294536174666,2.24829226537855,2.248295248607695,2.248295692813038,2.248294347836465,2.248293590538287,2.248295100896322,2.24829324056106,2.248297683853112,2.248296128209058,2.24829501353049
648,0.01974399707432632,0.01974399833731984,0.01974400990419854,0.01974401003811779,0.01974399678319067,0.01974398452722664,0.01974402267196201,0.01974398853718394,0.01974399003028726,0.01974399462951305,0.01974398219519544,0.01974399434872908,0.01974400622638422,0.01974399306595503,0.01974398136593388,0.01974401581185289,0.019743996237702,0.01974400926488402,0.01974400472507482,0.01974400233778333,0.01974400171236492,0.01974399105552378,0.01974401794855434,0.01974398459164661,0.01974398026328265,0.01974398805213041,0.01974400280909257,0.01974398761024192,0.0197439999637324,0.01974398645793472,0.01974399851879224,0.01974401399865148,0.01974399687505269,0.01974402733129849,0.01974398321047677,0.01974400796059905,0.01974399920933417,0.0197440071027465,0.01974400242992184,0.01974398375408688,0.01974395483105236,0.01974401407182472,0.01974398358167956,0.01974400413006141,0.01974398056084148,0.01974400516010891,0.01974398361058126,0.01974403172773168,0.01974399613504865,0.01974401798036157,0.01974398681293596,0.01974401723762655,0.01974399270347423,0.01974400215112931,0.01974400557665551,0.01974398927628255,0.01974400188992288,0.01974398335725341,0.01974400025979108,0.01974397357655922,0.01974402411540642,0.01974397447628575,0.01974400374953927,0.0197439962491071,2.248295075352637,2.248294827882411,2.24829429693528,2.248294124524514,2.24829511391573,2.248295903777315,2.248293222813825,2.248295756467167,2.248295620861843,2.248295215928777,2.248295969087162,2.248295293118578,2.248294325449719,2.248295403698083,2.248296092616932,2.248293640500874,2.248295150991178,2.248294106165179,2.248294632878037,2.24829463555748,2.248294774166954,2.248295498993912,2.248293525924215,2.248295996992467,2.24829626432692,2.248295640282019,2.248294625794608,2.24829574647315,2.248294716450784,2.248295830259043,2.248294998665933,2.248293739027791,2.248295098071731,2.248292932685626,2.248296043821637,2.248294248439786,2.248294947490278,2.248294470982797,2.248294504903104,2.248296075302075,2.248297928217648,2.248293933651192,2.248295882835188,2.248294684920821,2.248295945970932,2.248294650805646,2.248295944542504,2.248292590356459,2.248295124180519,2.248293552655528,2.248295809627535,2.248293635657264,2.248295388989762,2.248294774016276,2.248294303541963,2.248295733029023,2.248294878148203,2.248295915905095,2.248294819517719,2.248296638175341,2.24829314836395,2.248296630847012,2.248294631893032,2.248294898430028
666,0.01974398786057309,0.01974399759053149,0.01974405118954936,0.01974403955203745,0.0197440165598042,0.01974396641976353,0.01974399189058242,0.01974397189686821,0.0197439948202466,0.01974397738900304,0.01974393723858662,0.01974397394270373,0.01974400140514404,0.01974402162643549,0.01974400737963806,0.01974402878578661,0.01974399454925223,0.01974400896090356,0.01974404353199958,0.0197440324514335,0.01974401642323215,0.01974398299784812,0.01974398369358785,0.01974396035147539,0.01974398406212258,0.01974396681541757,0.01974396542347321,0.01974397001184202,0.01974398649921684,0.01974401108890924,0.01974403966133113,0.01974401902524072,0.01974399119703249,0.01974403507447326,0.01974401743491997,0.01974403245874409,0.01974401678814783,0.01974401150159305,0.01974395049923112,0.01974396800554938,0.01974395173906227,0.01974399828587947,0.01974394065277665,0.01974399814473815,0.01974394703928659,0.01974405122079292,0.01974400977841726,0.01974404572665307,0.01974398198408242,0.0197440262283667,0.01974402256815144,0.01974404208370878,0.01974401440037435,0.01974399744785558,0.01974395617188246,0.01974398207525652,0.01974402220332324,0.01974394915306691,0.01974397217443394,0.01974394236912707,0.01974402165152208,0.01974400205230889,0.01974403720268588,0.01974399578110893,2.248295699567027,2.248294932793017,2.248291435872761,2.248292144050455,2.248293718395277,2.248297101231103,2.24829549565581,2.248296820534279,2.248295217784615,2.248296396558575,2.24829905548376,2.248296669622677,2.248294733386111,2.24829336862128,2.248294225849865,2.248292867544339,2.248295242295083,2.248294218567298,2.248291928023432,2.248292585597699,2.248293752831169,2.248296011823303,2.248296026666993,2.248297582295091,2.248295896482661,2.248297079054898,2.248297251981348,2.24829690140974,2.248295710902973,2.24829404852108,2.248292127193939,2.248293519325112,2.248295472585265,2.248292542328024,2.248293585541781,2.248292613835106,2.248293715328568,2.24829416338495,2.248298195489328,2.248297059639402,2.248297955643356,2.248295080656458,2.248298831341366,2.248295080501148,2.248298284216905,2.248291426124402,2.248294074862384,2.24829180154827,2.248296092760055,2.248293093650473,2.248293256295676,2.24829200938208,2.248293843800548,2.248295089886045,2.248297827384113,2.248296134974492,2.248293423845722,2.248298251263608,2.248296781732995,2.248298701825826,2.248293453603765,2.248294599315475,2.248292320433462,2.248295002849927
684,0.01974397864681986,0.01974399684374314,0.01974409247490018,0.01974406906595711,0.01974403633641772,0.01974394831230043,0.01974396110920283,0.01974395525655249,0.01974399961020594,0.01974396014849304,0.01974389228197781,0.01974395353667839,0.01974399658390386,0.01974405018691596,0.01974403339334224,0.01974404175972034,0.01974399286080247,0.01974400865692309,0.01974408233892434,0.01974406256508367,0.01974403113409939,0.01974397494017247,0.01974394943862137,0.01974393611130416,0.0197439878609625,0.01974394557870474,0.01974392803785384,0.01974395241344212,0.01974397303470128,0.01974403571988375,0.01974408080387003,0.01974402405182996,0.01974398551901228,0.01974404281764804,0.01974405165936317,0.01974405695688914,0.01974403436696149,0.0197440159004396,0.0197438985685404,0.01974395225701189,0.01974394864707217,0.01974398249993423,0.01974389772387375,0.01974399215941489,0.0197439135177317,0.01974409728147694,0.01974403594625326,0.01974405972557447,0.01974396783311619,0.01974403447637183,0.01974405832336691,0.01974406692979101,0.01974403609727447,0.01974399274458186,0.01974390676710941,0.01974397487423049,0.01974404251672359,0.0197439149488804,0.0197439440890768,0.01974391116169493,0.01974401918763773,0.01974402962833204,0.01974407065583248,0.01974399531311076,2.248296323781417,2.248295037703622,2.248288574810243,2.248290163576396,2.248292322874825,2.248298298684891,2.248297768497794,2.24829788460139,2.248294814707389,2.248297577188374,2.248302141880358,2.248298046126776,2.248295141322503,2.248291333544478,2.248292359082797,2.248292094587804,2.248295333598987,2.248294330969418,2.248289223168828,2.248290535637917,2.248292731495384,2.248296524652694,2.248298527409772,2.248299167597716,2.248295528638402,2.248298517827778,2.248299878168088,2.248298056346329,2.248296705355162,2.248292266783117,2.248289255721945,2.248293299622432,2.2482958470988,2.248292151970424,2.248291127261926,2.248290979230427,2.248292483166857,2.248293855787105,2.248301886075552,2.24829804397673,2.248297983069065,2.248296227661724,2.248301779847545,2.248295476081475,2.248300622462879,2.248288201443159,2.248292205182264,2.248291012740082,2.24829706133959,2.248292634645418,2.248290702963817,2.248290383106896,2.248292298611333,2.248295405755813,2.248301351226264,2.248296536919962,2.248291969543242,2.248300586622122,2.248298743948271,2.248300765476312,2.248293758843579,2.248292567783939,2.248290008973892,2.248295107269827
702,0.01974399995342379,0.01974396323493052,0.01974407803482881,0.01974403540138681,0.01974402400555226,0.01974395114598901,0.01974401992934811,0.01974400454349971,0.0197440026498827,0.01974399044936082,0.01974391027087437,0.01974398941276061,0.01974399402962885,0.0197440239789359,0.01974396686954175,0.01974401163606009,0.0197440158486869,0.01974398943121072,0.01974406024596271,0.01974401910245276,0.01974402335254823,0.01974398996779601,0.01974400083407952,0.01974397746682014,0.01974397782777688,0.0197439658475031,0.019743975639103,0.01974398055080941,0.01974395915268286,0.01974399947093045,0.01974404215965343,0.01974398864889245,0.01974400786365653,0.01974405006062774,0.0197439998875613,0.01974401874387139,0.01974402438480252,0.01974405638776158,0.01974392326978809,0.01974399565012093,0.01974390299161557,0.01974403862991366,0.01974391826458646,0.019744046065452,0.01974386701222336,0.01974409325108059,0.01974397239405414,0.0197440506900415,0.01974398609648798,0.01974402973592073,0.01974401180463607,0.01974404091474152,0.01974401916587417,0.01974402343803798,0.0197439364926803,0.01974402859908209,0.01974406670013348,0.01974392433938889,0.01974399179119833,0.01974391603474588,0.01974404077635901,0.0197439788776222,0.01974403598307897,0.01974393479570749,2.248294868660925,2.248297307523279,2.248289653457169,2.248292528213832,2.24829318670086,2.248298026865489,2.248293837058509,2.248294500234997,2.248294585400199,2.248295499742442,2.248300799940915,2.248295574733527,2.248295339668788,2.24829313037283,2.248296833793696,2.248294211175808,2.24829378094611,2.248295663918643,2.24829079670769,2.248293539942847,2.248293290650402,2.248295474086655,2.248295074359686,2.248296288045427,2.248296149898727,2.248297087906786,2.248296618137899,2.248296093892145,2.248297628243381,2.24829471184375,2.248291937295073,2.248295747597615,2.248294329986756,2.248291772455296,2.248294628129301,2.24829363232281,2.248293190365763,2.248291165637054,2.248300144691926,2.248295045211295,2.248300915361277,2.248292468944149,2.248300274818413,2.248291852562354,2.248303639783625,2.248288580657645,2.248296486433885,2.24829175632147,2.24829579668133,2.24829303707967,2.248293863846863,2.248292241614053,2.248293465403882,2.248293339415933,2.248299286389865,2.248292878400671,2.24829038687651,2.24829984500357,2.248295492251031,2.248300297663092,2.248292387226203,2.248295962893537,2.248292419334654,2.248299183570341
